Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
2585,1472193,898734.0,1963,1,100,86.8,13.3,,,,40.749076,-73.975682,6.0,88.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3731,3120892,52727.0,1930,1,100,84.2,19.6,,,,40.75744,-73.977989,5.0,94.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13390,2804022,57518.0,1937,1,100,85.7,4.3,0.8,44285.3,60.65,,,,,5.36970736263471,4.105119635390059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2483,2595904,65532.0,1956,1,100,65.8,2.7,0.0,1412.7,53.48,40.748105,-73.978494,6.0,80.0,5.591360045241914,3.9793077522337423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3332,3121434,374550.0,1970,1,100,79.9,4.2,0.6,223901.8,41.92,40.79176,-73.968317,7.0,181.0,7.1092256546148525,3.735763040012787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13064,2963295,85200.0,1942,1,100,108.5,3.6,0.9,78294.6,68.73,,,,,6.090178020044014,4.230185785133514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7606,2884723,62100.0,1927,1,100,97.6,4.3,0.9,54260.6,115.63,40.859111,-73.904602,7.0,239.0,5.60248775650462,4.75039543814087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6667,2957566,83793.0,1927,1,100,54.8,3.7,0.1,6115.7,,40.830654,-73.923082,4.0,195.0,5.629058928460265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7405,2643994,56448.0,1936,1,100,85.0,3.9,0.1,4284.6,,40.858963,-73.896106,5.0,39902.0,5.669191029886582,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1613,4376878,68206.0,1926,1,100,52.9,8.6,0.3,18119.6,18.64,40.741036,-73.99965,4.0,81.0,4.4355674016019115,2.925309809257445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14782,2656560,72600.0,1940,1,100,88.5,3.4,0.8,51931.5,29.93,40.627139,-74.09119,1.0,33.0,5.5928509139489195,3.3988613218646075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3807,4230686,1088389.0,1982,1,90,78.8,15.8,0.0,6730.1,,40.750992,-73.978485,5.0,80.0,3.5751506887855933,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10670,2612584,153424.0,1960,1,100,86.6,4.7,0.8,116028.7,,40.639036,-73.966844,14.0,526.0,6.352455165114317,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4768,4038898,81133.0,1928,1,100,56.9,5.5,,,30.08,40.787718,-73.95534,8.0,16001.0,5.1480757032174935,3.403860499081639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11736,4695839,70650.0,1930,1,95,86.8,3.6,0.8,56050.1,104.54,40.630204,-73.946511,14.0,774.0,5.627621113690637,4.649569773284776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8638,3334914,296715.0,1969,1,100,26.8,0.4,0.2,67566.7,0.1,,,,,6.11257537285704,-2.3025850929940455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9139,5869547,72700.0,1968,1,100,30.4,8.9,,,,40.67755,-73.993139,6.0,77.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12185,3099609,206000.0,1964,1,100,24.7,1.3,0.0,50.4,,,,,,5.799698531486028,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
904,3526589,1191180.0,1966,4,100,88.0,5.7,,,,40.718957,-73.989571,3.0,18.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7270,2669403,64614.0,1942,1,100,77.5,3.9,0.7,44874.6,129.53,40.853546,-73.91729,5.0,24501.0,5.39544407727876,4.8639125145421644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2892,2797740,1248748.0,1904,1,100,79.6,5.0,0.5,279102.4,,40.767231,-73.984119,4.0,139.0,7.66204459448432,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13690,4412053,65922.0,1958,1,100,68.5,3.5,0.6,41490.0,81.49,,,,,5.314190715704327,4.400480313332128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13467,2976816,140373.0,2000,1,100,96.3,17.4,0.4,49406.7,14.26,,,,,5.424950017481403,2.65745841498615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
684,3095579,1008544.0,1913,1,100,67.1,13.3,0.1,84117.6,,40.712265,-74.007892,1.0,21.0,5.917010361183034,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9437,2726146,69906.0,1935,1,100,96.5,5.8,0.8,56428.9,47.36,40.669525,-73.944547,9.0,337.0,5.616771097666572,3.8577779905757503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8373,2817583,132000.0,1929,1,100,89.9,,,,74.3,40.853114,-73.868954,11.0,22401.0,6.6804781963863205,4.308110951723713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6716,4412137,76062.0,1927,1,100,68.6,4.4,0.6,42820.8,,40.834828,-73.923012,4.0,197.0,5.365976015021851,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12146,2797979,64758.0,1937,1,100,78.8,3.5,0.7,46944.3,,,,,,5.43415858945945,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4228,2670727,273583.0,1930,1,100,91.4,9.0,0.0,3413.3,,40.770625,-73.964186,8.0,130.0,2.8622008809294686,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2431,2408444,183913.0,1923,1,75,43.2,9.0,0.0,20.8,13.0,40.742795,-73.98445,5.0,68.0,5.31566600488265,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,2809828,87271.0,1964,1,100,100.8,1.0,1.0,85080.0,80.11,40.808838,-73.959574,9.0,20701.0,6.1134609164172335,4.383400690227026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12454,3506774,118312.0,1955,1,100,54.3,3.5,0.5,59695.8,1.71,,,,,5.582367852765768,0.5364933705145685,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9358,2710810,75000.0,1920,1,100,97.0,3.4,0.9,70622.6,,40.671148,-73.960159,8.0,217.0,5.824819469699035,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14660,2721423,830280.0,1964,1,100,93.9,5.5,,,68.12,40.586606,-73.809741,14.0,94203.0,8.105881022516146,4.221270855794487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5308,4038910,93857.0,1926,1,100,59.4,3.1,0.5,52259.2,27.75,40.792355,-73.966312,7.0,181.0,5.529429087511423,3.3232358401924436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2412,2825625,285499.0,2009,1,100,56.3,5.2,0.4,124518.6,60.1,40.739298,-73.982823,6.0,68.0,6.422597401964724,4.096009841541162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6438,2652011,72532.0,1931,1,100,96.9,17.8,0.0,22.9,22.85,40.81667,-73.919959,1.0,65.0,5.245443876940969,3.128951117340214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3540,2655161,60480.0,1900,1,100,74.2,4.1,,,32.52,40.791071,-73.977032,7.0,175.0,5.6061696457892,3.48185528467961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12766,2773058,82724.0,1951,1,100,96.3,6.1,0.8,60570.2,129.81,,,,,5.7407570774475625,4.866071842904903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1699,2687971,95568.0,1926,1,100,69.8,9.1,0.4,43260.2,33.78,40.752237,-73.991489,5.0,109.0,5.27658287440203,3.519868911379654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13779,4392104,96774.0,1959,1,90,135.0,4.2,0.1,10821.7,22.96,,,,,6.749111185542539,3.133753571451366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7979,3622340,53040.0,1925,1,100,78.2,3.3,,,66.63,40.881019,-73.884138,7.0,421.0,5.682558838204574,4.199154926574446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9754,2815543,476450.0,1974,1,100,95.7,6.6,0.8,296269.0,110.28,40.683478,-73.970918,2.0,179.0,7.316681058719282,4.703022586155596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3638,2674025,61584.0,1946,1,100,51.2,4.5,,,,40.761677,-73.976868,5.0,104.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
